GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),ENVCAUSE (CODE),ENVCAUSE (DISPLAY),ENVCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1994,1994,,EUR,Europe,,,1994,1994,,,FRA,France,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1995,1995,,EUR,Europe,,,1995,1995,,,FRA,France,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1996,1996,,EUR,Europe,,,1996,1996,,,FRA,France,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1997,1997,,EUR,Europe,,,1997,1997,,,FRA,France,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1998,1998,,EUR,Europe,,,1998,1998,,,FRA,France,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1999,1999,,EUR,Europe,,,1999,1999,,,FRA,France,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2000,2000,,EUR,Europe,,,2000,2000,,,FRA,France,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2001,2001,,EUR,Europe,,,2001,2001,,,FRA,France,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2002,2002,,EUR,Europe,,,2002,2002,,,FRA,France,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2003,2003,,EUR,Europe,,,2003,2003,,,FRA,France,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,FRA,France,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2005,2005,,EUR,Europe,,,2005,2005,,,FRA,France,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2006,2006,,EUR,Europe,,,2006,2006,,,FRA,France,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2007,2007,,EUR,Europe,,,2007,2007,,,FRA,France,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2008,2008,,EUR,Europe,,,2008,2008,,,FRA,France,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2009,2009,,EUR,Europe,,,2009,2009,,,FRA,France,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2010,2010,,EUR,Europe,,,2010,2010,,,FRA,France,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2011,2011,,EUR,Europe,,,2011,2011,,,FRA,France,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2012,2012,,EUR,Europe,,,2012,2012,,,FRA,France,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2013,2013,,EUR,Europe,,,2013,2013,,,FRA,France,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2014,2014,,EUR,Europe,,,2014,2014,,,FRA,France,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2015,2015,,EUR,Europe,,,2015,2015,,,FRA,France,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,FRA,France,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2017,2017,,EUR,Europe,,,2017,2017,,,FRA,France,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2018,2018,,EUR,Europe,,,2018,2018,,,FRA,France,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2019,2019,,EUR,Europe,,,2019,2019,,,FRA,France,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1990,1990,,EUR,Europe,,,1990,1990,,,FRA,France,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1991,1991,,EUR,Europe,,,1991,1991,,,FRA,France,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1992,1992,,EUR,Europe,,,1992,1992,,,FRA,France,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1993,1993,,EUR,Europe,,,1993,1993,,,FRA,France,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1994,1994,,EUR,Europe,,,1994,1994,,,FRA,France,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1995,1995,,EUR,Europe,,,1995,1995,,,FRA,France,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1996,1996,,EUR,Europe,,,1996,1996,,,FRA,France,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1997,1997,,EUR,Europe,,,1997,1997,,,FRA,France,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1998,1998,,EUR,Europe,,,1998,1998,,,FRA,France,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1999,1999,,EUR,Europe,,,1999,1999,,,FRA,France,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2000,2000,,EUR,Europe,,,2000,2000,,,FRA,France,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2001,2001,,EUR,Europe,,,2001,2001,,,FRA,France,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2002,2002,,EUR,Europe,,,2002,2002,,,FRA,France,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2003,2003,,EUR,Europe,,,2003,2003,,,FRA,France,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,FRA,France,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2005,2005,,EUR,Europe,,,2005,2005,,,FRA,France,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2006,2006,,EUR,Europe,,,2006,2006,,,FRA,France,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2007,2007,,EUR,Europe,,,2007,2007,,,FRA,France,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2008,2008,,EUR,Europe,,,2008,2008,,,FRA,France,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2009,2009,,EUR,Europe,,,2009,2009,,,FRA,France,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2010,2010,,EUR,Europe,,,2010,2010,,,FRA,France,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2011,2011,,EUR,Europe,,,2011,2011,,,FRA,France,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2012,2012,,EUR,Europe,,,2012,2012,,,FRA,France,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2013,2013,,EUR,Europe,,,2013,2013,,,FRA,France,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2014,2014,,EUR,Europe,,,2014,2014,,,FRA,France,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2015,2015,,EUR,Europe,,,2015,2015,,,FRA,France,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,FRA,France,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2017,2017,,EUR,Europe,,,2017,2017,,,FRA,France,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2018,2018,,EUR,Europe,,,2018,2018,,,FRA,France,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2019,2019,,EUR,Europe,,,2019,2019,,,FRA,France,,,,,FMLE,Female,,,,,,,,No data,,,,,,
