GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),PLACE (CODE),PLACE (DISPLAY),PLACE (URL),INADEQUACY (CODE),INADEQUACY (DISPLAY),INADEQUACY (URL),SUNBED_ACCESS (CODE),SUNBED_ACCESS (DISPLAY),SUNBED_ACCESS (URL),SUNBED_CONTROL (CODE),SUNBED_CONTROL (DISPLAY),SUNBED_CONTROL (URL),SUNBED_INFO (CODE),SUNBED_INFO (DISPLAY),SUNBED_INFO (URL),SUNBED_TRAINING (CODE),SUNBED_TRAINING (DISPLAY),SUNBED_TRAINING (URL),SUNBED_SAFETY (CODE),SUNBED_SAFETY (DISPLAY),SUNBED_SAFETY (URL),ENVCAUSE (CODE),ENVCAUSE (DISPLAY),ENVCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,0 [NA–NA],0.00000,,,,,
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,0 [NA–NA],0.00000,,,,,
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,0 [NA–NA],0.00000,,,,,
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,0 [NA–NA],0.00000,,,,,
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE000,Total,,0 [NA–NA],0.00000,,,,,
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,0 [NA–NA],0.00000,,,,,
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,0 [0–0],0.00000,0.00000,0.00000,,,
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,0 [0–0],0.00000,0.00000,0.00000,,,
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,0 [0–0],0.00000,0.00000,0.00000,,,
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE104,Cataracts,,0 [0–0],0.00000,0.00000,0.00000,,,
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,0 [0–0],0.00000,0.00000,0.00000,,,
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE000,Total,,0 [0–0],0.00000,0.00000,0.00000,,,
AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,0,0.00000,0.00000,0.00000,,,
AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,0,0.00000,0.00000,0.00000,,,
AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,0,0.00000,0.00000,0.00000,,,
AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,0,0.00000,0.00000,0.00000,,,
AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE104,Cataracts,,0,0.00000,0.00000,0.00000,,,
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE000,Total,,0,0.00000,,,,,
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE104,Cataracts,,0,0.00000,,,,,
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,0,0.00000,,,,,
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,0,0.00000,,,,,
AIR_4,Ambient air pollution attributable deaths in children under 5 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,2 [1–3],1.73845,0.59828,3.31091,,,
AIR_12,Household air pollution attributable deaths in children under 5 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,0 [0–0],0.00000,0.00000,0.00000,,,
AIR_16,Household air pollution attributable DALYs in children under 5 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,0 [0–0],0.00000,0.00000,0.00000,,,
AIR_41,Ambient air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,1993 [686–3796],1993.40412,686.01965,3796.48023,,,
AIR_41,Ambient air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,6483 [4047–9252],6483.17759,4047.01172,9252.13086,,,
AIR_41,Ambient air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,2401 [1140–4064],2401.41164,1139.51636,4064.12231,,,
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,1 [0–2],1.01997,0.48400,1.72619,,,
AIR_41,Ambient air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,3028 [1626–4677],3028.35999,1625.76074,4676.86621,,,
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,1 [0–2],0.82190,0.28285,1.56532,,,
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,1 [0–2],1.15295,0.39678,2.19582,,,
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,5 [4–7],5.37517,3.66981,7.18874,,,
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,2 [1–3],1.71540,0.90958,3.47420,,,
AIR_41,Ambient air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,2829 [1244–6455],2828.75670,1243.90906,6455.35254,,,
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,9 [5–14],9.20221,4.94017,14.21149,,,
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,10 [6–14],10.01716,6.25304,14.29548,,,
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE000,Total,,23 [17–33],22.98839,16.60902,32.57618,,,
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,1 [0–2],0.93137,0.35630,1.66388,,,
AIR_41,Ambient air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,1462 [559–2612],1462.05202,559.30859,2611.93042,,,
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE000,Total,,10 [7–13],9.71410,7.30831,12.88812,,,
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE000,Total,,25 [19–33],25.17518,18.94029,33.40100,,,
AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,23521 [8095–44797],23521.27126,8094.72315,44796.75781,,,
AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,48084 [30259–85447],48083.94937,30259.33594,85447.41406,,,
AIR_9,Ambient air pollution attributable DALYs  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,49 [23–83],48.89939,23.20371,82.75680,,,
AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,103036 [75083–129346],103036.20870,75082.83594,129345.84380,,,
AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,58397 [27710–98830],58396.95010,27710.48438,98830.34375,,,
AIR_9,Ambient air pollution attributable DALYs  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,36 [13–69],36.34274,12.50716,69.21552,,,
AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,12 [4–23],12.16677,4.18713,23.17188,,,
AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,37 [23–65],36.80305,23.16024,65.40073,,,
AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,25 [9–44],24.72280,9.45772,44.16685,,,
AIR_9,Ambient air pollution attributable DALYs  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,212 [163–256],211.61736,163.09528,255.82132,,,
AIR_8,Ambient air pollution attributable DALYs  in children under 5 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,185 [64–352],185.00798,63.66953,352.35159,,,
AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE000,Total,,216 [170–269],216.13602,170.26559,268.62082,,,
AIR_8,Ambient air pollution attributable DALYs  in children under 5 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,354 [122–675],354.37643,121.95680,674.91736,,,
AIR_9,Ambient air pollution attributable DALYs  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,74 [42–145],74.33012,41.69548,145.48550,,,
AIR_9,Ambient air pollution attributable DALYs  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,56 [21–100],56.18552,21.49379,100.37444,,,
AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE000,Total,,309 [245–382],309.08585,244.67368,381.65469,,,
AIR_9,Ambient air pollution attributable DALYs  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE000,Total,,310 [239–405],309.57718,238.58243,405.10361,,,
AIR_8,Ambient air pollution attributable DALYs  in children under 5 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,169 [58–323],169.36845,58.28727,322.56580,,,
AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE104,Cataracts,,0 [0–0],0.00000,0.00000,0.00000,,,
WSH_10_HYG,Number of diarrhoea deaths from inadequate hygiene,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,YEARSALL,All age groups (total),,MLE,Male,,,,,,,,,,,INADEQUATE_HYGIENE,Inadequate hygiene,,,,,,,,,,,,,,,,,,,,65,64.97298,,,,,
WSH_30_HYG,Number of diarrhoea DALYs from inadequate hygiene,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,YEARSALL,All age groups (total),,BTSX,Both sexes,,,,,,,,,,,INADEQUATE_HYGIENE,Inadequate hygiene,,,,,,,,,,,,,,,,,,,,3578,3578.46575,,,,,
WSH_20_HYG,Attributable fraction of diarrhoea to inadequate hygiene,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5282,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,YEARSALL,All age groups (total),,BTSX,Both sexes,,,,,,,,,,,INADEQUATE_HYGIENE,Inadequate hygiene,,,,,,,,,,,,,,,,,,,,0.08 [0.00-0.41],0.08000,0.00000,0.41000,,,
WSH_10,"Number of diarrhoea deaths from inadequate water, sanitation and hygiene",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,YEARSUNDER5,<5 years,,BTSX,Both sexes,,,,,,,,,,,INADEQUATE_WSH,"Inadequate water, sanitation and hygiene",,,,,,,,,,,,,,,,,,,,2,2.00000,,,,,
WSH_20,"Attributable fraction of diarrhoea to inadequate water, sanitation and hygiene",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5282,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,YEARSALL,All age groups (total),,BTSX,Both sexes,,,,,,,,,,,INADEQUATE_WSH,"Inadequate water, sanitation and hygiene",,,,,,,,,,,,,,,,,,,,0.08 [0.00-0.28],0.08000,0.00000,0.28000,,,
AIR_45,Ambient air pollution attributable YLLs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,23 075,23075.16844,,,,,
AIR_45,Ambient air pollution attributable YLLs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,101 173,101173.02600,,,,,
